asdfasdfasdfasdfasd;flkajsdfl;aksdjfaslkkdfjsakdfj
330,5,25,27,29,34,36,33
331,1,8,18,24,29,33,35
332,5,13,14,20,24,25,36
333,3,14,17,20,24,31,34
334,3,8,13,27,32,42,10
335,5,13,14,22,44,45,33
336,15,20,23,29,39,42,2
337,1,2,15,28,34,45,38
338,1,10,17,29,31,43,15
339,1,13,14,33,34,43,25
340,1,8,19,34,39,43,41
341,18,24,26,29,34,38,32
342,6,8,14,21,30,37,45
343,2,13,34,38,42,45,16
344,1,5,14,18,32,37,4
345,3,5,20,34,35,44,16
346,5,9,16,23,26,45,21
347,13,15,21,29,39,43,33
348,5,14,27,30,39,43,35
349,16,17,34,36,42,45,3
350,4,9,14,26,31,44,39
351,3,4,16,17,19,20,23
352,9,17,19,30,35,42,4
353,1,6,9,16,17,28,24
354,6,12,13,17,32,44,24
355,16,23,25,33,36,39,40
356,7,17,20,32,44,45,33
357,2,4,21,25,33,36,17
358,10,14,15,32,36,42,3
359,9,18,29,32,38,43,20
360,12,18,20,21,25,34,42
361,16,19,23,25,41,45,3
362,5,8,22,28,33,42,37
363,2,17,19,20,34,45,21
364,3,10,11,22,36,39,8
365,10,11,21,27,31,39,43
366,1,13,33,35,43,45,23
367,15,17,19,34,38,41,2
368,9,17,34,35,43,45,2
369,2,3,5,6,12,20,25
370,4,12,24,27,28,32,10
371,1,5,19,28,34,41,16
372,1,2,5,11,18,36,22
373,14,15,17,19,37,45,40
374,5,15,21,23,25,45,12
375,4,18,23,30,34,41,19
376,7,8,18,21,23,39,9
377,4,10,16,26,33,41,38
378,2,14,17,30,38,45,43
379,13,19,20,32,38,42,4
380,7,11,13,33,37,43,26
381,7,9,10,12,26,38,39
382,1,3,20,25,36,45,24
383,5,9,27,29,37,40,19
384,6,11,19,20,28,32,34
385,3,8,15,27,30,45,44
386,1,4,12,16,18,38,8
387,6,10,17,30,37,38,40
388,1,9,17,21,29,33,24
389,17,18,31,32,33,34,10
390,3,7,8,18,20,42,45
391,8,13,18,32,39,45,7
392,3,14,33,37,38,42,10
393,1,12,17,28,35,41,10
394,6,12,24,27,35,37,41
395,1,15,19,40,42,44,17
396,13,33,37,40,41,45,2
397,2,7,15,24,30,45,28
398,6,8,18,31,38,45,42
399,2,5,10,18,31,32,30
400,1,3,4,6,14,41,12
401,10,11,23,24,36,37,35
402,7,16,31,36,37,38,11
403,3,11,37,39,41,43,13
404,10,12,13,15,25,29,20
405,4,15,21,33,39,41,25
406,14,19,20,35,38,40,26
407,13,14,15,26,35,39,25
408,1,8,24,31,34,44,6
409,7,9,12,27,39,43,28
410,3,8,9,27,29,40,36
411,5,9,12,20,21,26,27
412,5,18,20,36,42,43,32
413,3,10,19,24,32,45,12
414,7,8,24,34,36,41,1
415,3,4,9,11,22,42,37
416,5,9,34,37,38,39,12
417,9,16,27,36,41,44,5
418,1,27,28,32,37,40,18
419,9,12,24,25,29,31,36
420,6,11,16,18,31,43,2
421,7,12,15,24,37,40,43
422,4,5,14,35,42,45,34
423,14,27,30,31,38,40,17
424,6,13,27,31,32,37,4
425,4,11,14,21,23,43,32
426,1,5,6,24,27,42,32
427,1,5,19,20,24,30,27
428,8,19,25,31,34,36,33
429,14,23,26,31,39,45,28
430,6,7,19,25,28,38,45
431,19,23,30,37,43,45,38
432,3,8,27,31,41,44,11
433,3,8,17,23,38,45,13
434,12,15,28,36,39,40,13
435,13,18,21,23,26,39,15
436,9,11,27,31,32,38,22
437,13,16,25,36,37,38,19
438,2,12,17,19,28,42,34
439,4,19,20,21,32,34,43
440,2,16,24,27,28,35,21
441,6,10,16,40,41,43,21
442,11,15,24,39,41,44,7
443,2,4,15,28,31,34,35
444,1,11,17,21,24,44,33
445,1,4,8,13,37,39,7
446,21,22,26,27,31,37,8
447,13,21,22,24,26,37,4
448,4,6,13,17,28,40,39
449,8,9,10,12,24,44,35
450,5,10,19,31,44,45,27
451,5,11,14,29,32,33,12
452,4,5,9,11,23,38,35
453,17,25,35,36,39,44,23
454,4,5,15,16,22,42,2
455,2,6,8,14,21,22,34
456,5,11,13,19,31,36,7
457,4,19,26,27,30,42,7
458,1,3,18,20,26,27,38
459,5,7,28,29,39,43,44
460,2,20,33,35,37,40,10
461,5,11,19,21,34,43,31
462,4,11,20,26,35,37,16
463,1,8,14,18,29,44,20
464,16,20,27,33,35,39,38
465,7,16,17,33,36,40,1
466,2,3,7,15,43,44,4
467,5,7,20,25,28,37,32
468,2,3,4,5,20,24,42
469,11,12,18,21,31,38,8
470,12,13,17,20,33,41,8
471,10,19,22,23,25,37,39
472,2,7,18,20,24,33,37
473,14,25,31,34,40,44,24
474,3,11,14,31,32,37,38
475,1,2,3,15,20,25,43
476,1,3,21,29,35,37,30
477,3,12,14,35,40,45,5
478,1,3,11,24,30,32,7
479,12,14,27,33,39,44,17
480,3,11,24,38,39,44,26
481,5,6,13,14,17,20,7
482,14,21,22,25,30,36,43
483,12,19,20,25,41,45,2
484,7,12,16,34,42,45,4
485,35,36,37,41,44,45,30
486,7,10,19,22,35,40,31
487,15,20,23,26,39,44,28
488,6,14,18,26,36,39,13
489,4,8,11,18,37,45,33
490,5,6,24,25,32,37,8
491,8,14,18,30,31,44,15
492,8,14,32,35,37,45,28
493,19,24,27,30,31,34,36
494,1,2,8,18,29,38,42
495,4,10,14,19,21,45,9
496,1,2,4,8,19,38,14
497,1,2,6,16,20,33,41
498,2,18,24,34,40,42,5
499,13,15,27,29,34,40,35
500,14,21,23,32,40,45,44
501,2,15,20,21,29,34,22
502,5,9,17,25,39,43,32
503,1,5,11,12,18,23,9
504,1,10,13,16,37,43,6
505,4,17,30,32,33,34,15
506,19,26,28,31,33,36,17
507,13,14,18,22,35,39,16
508,3,9,24,30,33,34,18
509,4,19,21,24,26,41,35
510,4,16,25,29,34,35,1
511,2,11,13,15,31,42,10
512,16,27,35,37,43,45,19
513,3,10,31,40,42,43,30
514,24,27,28,30,36,39,4
515,9,12,27,36,39,45,14
516,5,13,18,19,22,42,31
517,6,9,10,11,39,41,27
518,7,11,26,28,29,44,16
519,1,5,21,25,38,41,24
520,22,34,36,40,42,45,44
521,3,7,8,34,39,41,1
522,1,18,30,41,42,43,32
523,4,9,13,18,21,34,7
524,19,26,30,33,35,39,37
525,5,18,28,30,42,45,2
526,16,19,20,32,33,41,4
527,6,19,21,35,40,45,20
528,3,8,11,12,13,36,33
529,1,5,13,26,29,34,43
530,1,2,10,13,18,19,15
531,2,18,25,28,37,39,16
532,2,11,21,34,41,42,27
533,21,25,33,34,35,36,17
534,4,6,13,21,40,42,36
535,2,19,27,35,41,42,25
536,2,3,13,20,27,44,9
537,4,15,17,26,36,37,43
538,26,27,28,42,43,45,8
539,12,16,30,34,40,44,19
540,8,12,29,31,42,43,2
541,3,13,17,18,19,28,8
542,9,11,15,20,28,43,13
543,10,11,27,28,37,39,19
544,7,9,20,25,36,39,15
545,2,16,30,36,41,42,11
546,6,14,22,28,35,39,16
547,3,12,20,23,31,35,43
548,4,7,15,18,23,26,13
549,3,17,23,34,41,45,43
550,8,10,11,14,15,21,37
551,7,19,24,27,42,45,31
552,19,23,25,28,38,42,17
553,12,30,34,36,37,45,39
554,3,5,10,29,32,43,35
555,7,20,22,27,40,43,1
556,2,8,32,33,35,36,18
557,4,16,23,25,29,42,1
558,7,17,18,28,30,45,27
559,1,11,16,17,36,40,8
560,12,28,30,34,38,43,9
561,4,6,10,11,32,37,30
562,3,11,13,14,17,21,38
563,3,4,10,17,19,22,38
564,5,10,22,34,36,44,35
565,2,4,25,31,34,37,17
566,1,2,6,9,25,28,31
567,11,14,19,26,28,41,2
568,4,9,28,33,36,45,26
569,26,29,30,33,41,42,43
570,7,18,31,33,36,40,27
571,7,20,22,23,29,43,1
572,1,5,34,36,42,44,33
573,7,18,22,23,29,44,12
574,1,4,5,6,9,31,17
575,4,10,12,22,24,33,29
576,8,10,20,34,41,45,28
577,17,32,33,34,42,44,35
578,5,14,15,27,30,45,10
579,17,22,24,26,35,40,42
580,1,3,17,32,35,45,8
581,1,7,11,23,37,42,6
582,1,3,10,27,29,37,11
583,6,9,16,23,24,32,43
584,6,7,14,15,20,36,3
585,1,3,8,21,22,31,20
586,8,17,27,31,34,43,14
587,5,32,34,40,41,45,6
588,6,22,24,36,38,44,19
589,3,14,24,33,35,36,17
590,1,21,24,26,29,42,27
591,17,20,29,35,38,44,10
592,4,26,28,29,33,40,37
593,1,17,20,24,30,41,27
594,4,12,16,23,34,43,26
595,2,12,37,39,41,45,33
596,6,8,13,23,31,36,21
597,16,23,27,34,42,45,11
598,6,10,15,17,19,34,14
599,1,2,3,14,27,42,39
600,5,7,11,13,20,33,6
601,17,18,24,25,26,30,1
602,3,12,24,27,30,32,14
603,10,13,25,29,33,35,38
604,2,18,29,32,43,44,37
605,1,3,15,22,25,37,43
606,2,5,24,32,34,44,28
607,6,15,17,18,35,40,23
608,3,12,18,32,40,43,38
609,2,4,11,17,26,27,1
610,5,9,12,16,29,41,21
611,5,19,22,25,28,43,26
612,5,8,14,15,19,39,35
613,10,12,15,16,26,39,38
614,3,7,10,15,36,38,33
615,2,3,7,17,22,24,45
616,4,25,33,36,40,43,39
617,14,15,18,21,26,36,39
618,3,20,23,36,38,40,5
619,3,8,15,27,29,35,21
620,14,15,19,30,38,43,8
621,2,8,25,36,39,42,11
622,6,29,36,39,41,45,13
623,10,24,25,33,40,44,1
624,7,10,16,25,29,44,6
625,10,14,30,31,33,37,19
626,17,21,31,37,40,44,7
627,1,8,21,27,36,39,37
628,7,8,14,32,33,39,42
629,2,4,15,16,20,29,1
630,2,3,11,16,26,44,35
631,2,10,12,15,22,44,1
632,4,7,16,19,33,40,30
633,6,10,18,26,37,38,3
634,14,17,26,31,36,45,27
635,8,13,15,23,31,38,39
636,1,10,20,27,33,35,17
637,3,11,21,30,38,45,39
638,6,31,35,38,39,44,1
639,17,18,19,21,23,32,1
640,13,20,23,35,38,43,34
641,7,13,18,19,25,26,6
642,6,7,13,15,21,43,8
643,16,17,22,30,37,43,36
644,7,27,30,33,35,37,42
645,1,10,23,26,28,40,31
646,2,3,11,26,37,43,39
647,9,26,35,37,40,42,2
648,4,7,32,33,40,41,9
649,6,14,19,25,34,44,11
650,7,9,18,23,28,35,32
651,8,17,20,35,36,44,4
652,1,5,13,34,39,40,11
653,9,18,23,25,35,37,1
654,1,20,26,28,37,43,27
655,4,5,7,18,20,25,31
656,2,4,21,26,43,44,16
657,7,8,27,29,36,43,6
658,5,13,17,18,33,42,44
659,4,5,6,8,17,39,25
660,6,12,17,18,31,32,21
661,10,14,18,20,23,30,41
662,6,30,38,39,40,43,26
663,3,12,13,19,32,35,29
664,3,4,9,17,32,37,1
665,6,7,24,37,38,40,33
666,3,4,16,30,31,37,13
667,2,6,12,31,33,40,15
668,22,23,25,37,38,42,26
669,2,11,21,25,39,45,44
670,1,7,36,37,41,42,14
671,9,25,30,33,41,44,6
672,2,4,16,17,36,39,14
673,8,19,25,34,37,39,9
674,2,9,16,25,26,40,42
675,14,15,26,27,40,42,34
676,16,24,29,40,41,42,3
677,14,27,30,31,40,42,2
678,11,16,19,21,27,31,30
679,9,13,21,25,32,42,2
680,10,23,29,33,37,40,16

asldkjf
